(5371541+0j) (-1904538.5537-605589.119j) (535284.3656-969728.4238j) (-370151.9371-541670.9176j) (-227097.1238-152893.3105j) (-195630.6356+375761.564j) (-33218.6282+222191.8325j) (213700.1557-25257.3185j) (69138.4338-239658.3378j) (185056.8052-60243.5799j) (28363.5343-122047.418j) (-137582.1256-40882.9144j) (-100750.3285-40945.8903j) (30749.1296-87767.8273j) (48672.8181+33551.9067j) (38911.6535-4150.314j) (-28924.4569-1072.0827j) (-27169.9716-37508.735j) (20274.082-65782.3203j) (75046.4703-9011.9459j) (27780.1559-14885.7169j) (-30501.0266-30844.951j) (-41395.6136-35262.7955j) (14457.8182-35173.272j) (21609.3692-21999.9398j) (34698.2579+7845.7664j) (-20463.1576+6433.8953j) (-26188.9161-31996.7339j) (29164.0186-28682.222j) (23190.8356-26555.7116j) (25777.1992-3464.9723j) (-18947.638+5903.2409j) (-18155.1796-17613.4558j) (16954.0176-30376.6895j) (25499.2305-24615.1198j) (20352.1535+4048.5377j) (-9216.8669+7424.6096j) (-10097.045-21714.5868j) (5230.7825-30716.8581j) (23082.7071-18898.0402j) (10133.5528+12973.4828j) (2367.8466+6071.3831j) (3362.3283-10977.2807j) (4172.3879-30742.6947j) (25739.1746-28306.8319j) (10868.8565+77.1201j) (-6647.551+4831.3597j) (-9515.2422-1780.8557j) (6560.16-25177.6821j) (27246.8064-19176.4755j) (17271.919-2618.5739j) (-7015.7185+1300.4094j) (-17620.3852-11903.4499j) (6469.1737-7499.4704j) (21035.8085-7870.3994j) (24367.5254-9907.3323j) (2916.762-3367.1081j) (-23464.9464-1988.792j) (-2540.9244-12360.7162j) (25276.8398+385.9599j) (27900.61+1788.2504j) (15126.4787-2796.1239j) (-10293.4369-15087.7511j) 0 (10283-9390j) (16247.0891+1474.1182j) (6318.6021+5963.9571j) 0 (2768.8686-16878.3838j) (13232.7026-21705.6895j) (13344.8562-2058.3356j) 0 0 (5206.6172-10433.7937j) (10786.3831-16087.3418j) (15266.6411-9554.2222j) 0 0 0 (11187.923-19774.9429j) (7444.6816+728.1065j) (3766.659+11827.9225j) (3083.8108+5461.5161j) 0 (15353.0146-14806.6965j) (10616.4265-5616.2689j) (7200.9383+5186.9615j) 0 (-4697.787-9238.798j) (9902.8187-10781.5176j) (16385.2119+894.4071j) (13784.0448+5349.8204j) (-4111.7187-1011.5958j) (-2880.8629-8596.2683j) (8396.6691-9191.841j) (17105.771+978.0815j) (13441.1796+2478.5442j) (-3769.1678-2703.6597j) (-3621.0168-6117.0891j) (4567.2486-6196.3684j) (16012.7618-4672.6366j) (9777.1067+7448.8361j) 0 0 (6655.7766-8482.1722j) (14103.7994-4279.3144j) (13799.0262+6373.3227j) (-2714.031+5676.4112j) 0 (8151.4347-10683.7767j) (9718.931-4099.9855j) (11495.9232+7759.2416j) (2007.6153+5933.7059j) 0 (7217.6491-9758.6457j) (14982.0424-7109.2629j) (8059.4287+5558.7487j) (3979.0212+8827.595j) (2275.6885-1146.2596j) (3770.1114-13389.5273j) (11613.077-5590.2696j) (11813.0953+4785.8745j) 0 0 (8800.3832-11028.3067j) (13372.0041-6160.4346j) (9128.556+3317.772j) (4725.4171+9737.844j) 0 (4725.4171-9737.844j) (9128.556-3317.772j) (13372.0041+6160.4346j) (8800.3832+11028.3067j) 0 0 (11813.0953-4785.8745j) (11613.077+5590.2696j) (3770.1114+13389.5273j) (2275.6885+1146.2596j) (3979.0212-8827.595j) (8059.4287-5558.7487j) (14982.0424+7109.2629j) (7217.6491+9758.6457j) 0 (2007.6153-5933.7059j) (11495.9232-7759.2416j) (9718.931+4099.9855j) (8151.4347+10683.7767j) 0 (-2714.031-5676.4112j) (13799.0262-6373.3227j) (14103.7994+4279.3144j) (6655.7766+8482.1722j) 0 0 (9777.1067-7448.8361j) (16012.7618+4672.6366j) (4567.2486+6196.3684j) (-3621.0168+6117.0891j) (-3769.1678+2703.6597j) (13441.1796-2478.5442j) (17105.771-978.0815j) (8396.6691+9191.841j) (-2880.8629+8596.2683j) (-4111.7187+1011.5958j) (13784.0448-5349.8204j) (16385.2119-894.4071j) (9902.8187+10781.5176j) (-4697.787+9238.798j) 0 (7200.9383-5186.9615j) (10616.4265+5616.2689j) (15353.0146+14806.6965j) 0 (3083.8108-5461.5161j) (3766.659-11827.9225j) (7444.6816-728.1065j) (11187.923+19774.9429j) 0 0 0 (15266.6411+9554.2222j) (10786.3831+16087.3418j) (5206.6172+10433.7937j) 0 0 (13344.8562+2058.3356j) (13232.7026+21705.6895j) (2768.8686+16878.3838j) 0 (6318.6021-5963.9571j) (16247.0891-1474.1182j) (10283+9390j) 0 (-10293.4369+15087.7511j) (15126.4787+2796.1239j) (27900.61-1788.2504j) (25276.8398-385.9599j) (-2540.9244+12360.7162j) (-23464.9464+1988.792j) (2916.762+3367.1081j) (24367.5254+9907.3323j) (21035.8085+7870.3994j) (6469.1737+7499.4704j) (-17620.3852+11903.4499j) (-7015.7185-1300.4094j) 
(-569637.5205-326078.488j) (94163.8953+543962.1127j) (407905.0141+148245.9256j) (192453.6147-123199.766j) (26989.1711-327516.0321j) (-50055.2527+51388.0288j) (68834.9734-249082.1014j) (-301599.52-76370.8902j) (-58175.2308+63477.8008j) (-76264.1247+104118.5794j) (-59722.0731+83989.6737j) (133077.7585+67455.2167j) (6683.8575-27582.1493j) (45544.8265-8100.7573j) (5054.7851-47597.2383j) (-31613.0155-3386.5096j) (-23063.5281-22908.1707j) (8277.4144-5517.8635j) (-32586.4538+16814.7174j) (-10778.2742+4285.9141j) (2705.2707+1584.0344j) (-7373.7881+9534.9177j) (-13317.3751-6683.8136j) (11532.498+13899.6647j) (-10053.1216+20409.5527j) (14561.8523-13207.901j) (9658.8543-1755.7104j) (-14109.7597-22695.29j) (-10848.4227+8421.566j) 0 (-10532.2147+9393.237j) (-5312.8852-8122.2053j) 0 (-3782.5024+17535.6969j) 0 (13425.057-4160.764j) (-2644.0523-5687.2966j) (5741.7705-8766.3651j) (-8172.5533+1958.1368j) (-6961.5038-6017.3465j) 0 (-7424.6172-3058.7695j) 0 0 (6145.8051+1614.0829j) (-3396.3088+517.0014j) 0 0 (-6158.6949-989.8273j) (-4084.0852+10481.4359j) (-2160.8042+3709.372j) (9173.0252-4317.96j) 0 (-5118.9426-4807.1126j) 0 0 (2118.0026-4316.0696j) (-3875.5101-8462.453j) (-7026.8156+3409.5082j) (-11591.4722+11002.7991j) (9445.7113+12021.3469j) (11519.2343+1894.8273j) (5735.7655-17474.1126j) (-2207.816-4794.7075j) (-12478.4965+293.8945j) (-5704.1146+6410.6055j) 0 (5072.6767+1259.5976j) 0 0 (3371.6585+1059.3533j) (5212.2088-1098.5586j) (2716.7509-6252.9467j) 0 (3005.647-2241.0143j) (-5907.9954-4232.5282j) (-7983.6398-6384.9607j) (-2706.3432+6534.4081j) 0 (2850.6579+3669.6517j) 0 0 0 0 (5151.3487-4346.011j) (-3984.8568-4855.8181j) (-7512.9817+1763.8344j) 0 0 0 (-4503.8857+1550.6611j) 0 0 0 (-3752.5346+1636.9073j) 0 (4198.8326+598.3459j) (-3530.0755-2566.7169j) 0 0 (2491.4311-1708.7296j) 0 0 (-2159.8944-1914.0462j) (-3915.8831+5495.5903j) 0 0 (3485.9031-1510.3883j) (2687.2663+870.7064j) 0 0 (-3499.2585-441.7311j) (-2025.4259-4953.6771j) (-3879.325+3076.3603j) 0 0 (-3403.6297+1274.0598j) 0 0 (4059.8584+1905.4934j) (4823.0348+411.1437j) 0 (-4263.1053-5422.0109j) (-3975.8702+1122.7912j) 0 0 0 0 (2081.1198+2568.5578j) (4981.4463+796.985j) (2728.2338-2666.1866j) 0 0 0 0 (-2222.3657-1223.9396j) (-5131.5827+452.0838j) 0 (7600.8836+3060.9048j) (5386.5714-3047.9401j) 0 (-3420.0585-1955.7108j) 0 0 0 0 (-5826.7045+244.7095j) (-3647.1595+2015.2001j) 0 0 (4972.8018+2648.5677j) (2149.7262+79.1252j) (3704.2356-3691.8146j) (2852.7354-1345.0293j) 0 0 0 (4205.3346-4419.392j) (-2409.8281-3325.9779j) (-4052.3624-2889.2732j) (2118.4938+4405.7055j) 0 (3401.3665-4161.6613j) 0 (-5225.8963-1579.4643j) 0 0 (4054.7026-3694.2577j) 0 0 0 (-2844.4721+1525.1033j) 0 0 (7145.8406+2836.8748j) (5567.5562-6829.4122j) (-2901.3348-5755.2912j) (-8852.8323+4794.2737j) 0 (14474.3761+4791.2067j) (4919.7256-6597.3391j) (-3234.7774-12887.0612j) (-9826.8057-2812.9002j) (-8007.1126+4145.9108j) (4153.2411+9835.3822j) (3989.1396-626.2659j) (4034.2928-1743.2379j) 0 0 0 0 (5298.7759+2479.8157j) 0 (2473.7178-6124.2397j) (-9693.7153-7839.2124j) (-3720.4758+5518.7357j) 0 (9229.3404+1240.5318j) (16945.821-2333.9465j) (5002.5859-16216.0453j) (-7710.284-6404.5801j) (-9818.9698-3115.6365j) 0 0 (8893.2107-8677.4492j) (4497.4756+2380.1261j) 
(73343.4966-126818.4982j) (-138920.2679+236004.3856j) (17189.7047-199869.8922j) (105292.5571+215896.1262j) (-10089.4478-139001.8386j) (-140787.7826+39178.3539j) (112249.0179+17346.6555j) (-54938.3469+12377.4358j) (-16600.051+8857.695j) (50466.1737+60428.3744j) (15327.4444-27949.6273j) (-10719.0177-15210.2475j) (28265.2568-32648.1978j) (-23394.1759-2762.2185j) (-73419.5676+2127.0283j) (9465.9715+25009.7012j) (-6871.4986+51509.5001j) (15365.5676+4041.0018j) (33805.673+424.7007j) (-3123.5109+19496.8959j) (6474.8593-8145.2012j) (31088.4167-5857.4859j) (3804.097-30805.017j) (-10638.8212-9770.0359j) (-34488.5303-15323.2763j) (-9521.342+26781.8226j) (-9087.4355+10726.0153j) (18627.4595+1052.1183j) 0 (-3464.6392-639.1849j) 0 (3214.7202-5221.6944j) (-3805.1958-3821.7747j) (-20131.7581-1191.6721j) (-3308.9011+6625.8815j) (-9346.0214+23469.3812j) (5571.3243+4030.3988j) (14149.1668+2905.4262j) 0 (7139.6192-3962.1952j) (-14177.7109-1193.457j) 0 0 (-3924.3629+5774.0685j) (2601.8821+8483.5651j) (2517.723+315.1049j) (9257.5272-2255.9332j) 0 (-4474.2891-6980.6885j) (-9490.2194+5114.1317j) (-2611.4054+7028.6158j) 0 (8500.0846-3755.6529j) (-3866.8117-2601.4428j) (-8904.3627+562.1119j) (-3813.7396+6806.4944j) 0 (7282.1728-3927.4708j) (2798.5825-6583.4243j) (-16904.9897+650.3269j) (-10272.3554+4982.6621j) 0 (12961.7325+5929.2051j) (10336.3221-5562.3095j) (-6915.9664-9986.6397j) (-5168.8343+2835.6672j) (-2948.6432+7991.8685j) (5172.053+2128.6355j) (5343.3658-7000.5598j) (-6367.0353-1948.4079j) (-8735.7071+5879.3507j) 0 (9673.3819+1950.4219j) 0 0 0 (-3611.9965+911.1875j) (3206.3938+4904.452j) (2661.0167-2643.9522j) (3486.7918-3223.9724j) (-3180.9102-4270.4108j) (-8664.9493-4354.3572j) (-6736.7768+6749.2691j) 0 (8269.742+6965.4957j) 0 (-2453.3765-5481.4532j) 0 (-5514.6551+431.192j) (-3780.5331+4471.8355j) 0 0 0 (-2826.1414-3218.8271j) (-4504.76+1512.6298j) (-3883.7032+4765.8493j) 0 0 (2086.1444+894.428j) 0 0 (-2754.845-1103.4453j) 0 (-4055.5865-652.1584j) (-3681.9187+3002.4188j) 0 0 (-2108.9475-507.6218j) 0 0 0 (3271.2946+2492.0061j) (4097.4462-3870.0892j) 0 0 (-4351.8474-1297.9118j) 0 0 (-5133.0567-4852.9196j) (-4851.7135+1273.1415j) (-4339.4622+7397.1691j) 0 0 (2255.3925+364.2061j) 0 (-3896.4476+928.9094j) 0 (-2501.2366-463.5199j) 0 0 0 0 0 0 0 (4872.6004-4167.9713j) (-4880.7928-5952.3553j) (-9844.6634+763.4872j) 0 0 0 0 (-4148.6429-2013.3897j) 0 (4201.3747+4457.7404j) (5109.1794-2908.9971j) (-2574.9228-6309.1542j) (-3298.68-2206.0069j) (-7522.8975+1786.5925j) (-2175.7761+3989.2075j) (4583.2851+1916.6722j) (-2718.8858-2501.7047j) (-5555.0976+1831.3642j) (-2771.1928+2799.2996j) 0 0 (2450.6325+5502.6843j) 0 (2422.1155-2375.4336j) 0 (-5172.1373+563.6181j) (-2520.5842+3734.7876j) (3752.4138+3018.3901j) (3019.777-4475.9379j) (-3758.9403-1942.1248j) 0 0 (2202.1938-670.4944j) 0 (-7057.809-3313.9793j) (-2178.8472+5423.726j) 0 0 (-6985.2255-6212.9266j) 0 (2902.564+8307.7654j) (3673.3956-704.9759j) (2777.7681-6075.706j) 0 (-9875.2365+661.6686j) 0 0 (3479.1989-1757.8633j) 0 (-5745.9569-2509.7078j) (3341.6302-5947.256j) (-4634.172+3891.9694j) (-10391.1914+1508.7112j) 0 (3237.9571+4671.1435j) (3332.3533-1994.096j) (-3307.5924+1820.7494j) (-2535.737-1494.175j) 0 (5430.4724+1189.6644j) (6598.3296-3313.8892j) (-4714.67-9970.7059j) (-3835.8752+1957.8144j) (-12902.8064+4339.9803j) (9641.7214-467.3096j) (2957.1061+3533.0775j) (-3310.2165-498.0324j) (2610.0986-3439.5954j) 0 (-2242.7947-3893.1679j) (2490.9985+398.8979j) 
(-391642.5884+104795.1317j) (187307.5763-5443.8127j) (-4959.1384+52854.1909j) (-43587.3361+14845.5874j) (92426.9805+13211.4462j) (-99475.7075-12354.2842j) (98751.5348+50729.9937j) (-10439.4092-72833.2865j) (74135.1797+69337.7275j) (-18464.3919-72228.562j) (-14416.7211-87466.0203j) (-8979.0787+36391.8395j) (-51954.8875-28006.5303j) (-8186.4133+28822.816j) (30696.0392+9223.8187j) (-28913.6358+291.0443j) (8807.8308-34297.1758j) (20262.2893+11297.9925j) (-42262.6837-13860.7131j) (-4832.7622+2627.5194j) (-4807.5235+3951.7657j) (-23683.7755+10700.0007j) (29089.1847+3794.6866j) 0 (-13419.3958-20532.0722j) (8460.3628+11403.6864j) 0 (4126.6033-3817.874j) 0 (-7848.998-10852.9212j) (-15396.5553+3885.0939j) 0 0 (-5508.2879+1272.6438j) (-5780.3288+5636.2624j) 0 (-2727.535-2076.5837j) (13786.9209+8982.7104j) 0 (-4489.9204-7463.6403j) (-11196.2387-283.9583j) (-2062.9754-1213.4992j) 0 0 0 (-12059.3032-2078.7391j) 0 (3474.1865+4959.5397j) (7889.094+749.7492j) (-3596.0645-2184.3404j) (-2782.0342-2735.2581j) (3626.786+1161.565j) 0 (3777.5963-584.4849j) (-2697.3394-3084.0363j) (-4180.1068-6860.2571j) (-4965.7149+5722.9813j) (6791.5529+735.9712j) (5887.4977-2173.4242j) (-3445.1912-16934.0093j) (-12384.081-2952.0471j) (-16141.2515+8049.9702j) (2864.7213+8354.3414j) (11684.9548+8121.7203j) (6658.9793-9355.489j) (-9965.7508-8970.3512j) (-11035.9589-1484.2916j) 0 (5180.7749+7872.4847j) 0 0 (-5330.6032+3221.7976j) 0 (5115.954+1776.286j) (7177.0287-3355.9305j) 0 (-6693.8113-4090.0431j) (-2360.8706-1025.7605j) (3724.2463+2220.8117j) (-2995.1571+1714.9844j) 0 0 (-6391.1412+1886.7698j) (2781.2256+5954.4785j) (4159.2418+2953.2013j) (6477.3687-7455.1668j) 0 (-2687.9143-3696.374j) 0 0 0 (-4547.7908-610.5481j) (-4120.3803-438.5998j) (2008.7068+107.1236j) 0 0 0 0 (-2864.8695-1377.4854j) (-5708.5692+2282.7739j) 0 (3309.2223+681.5493j) (6369.0722-5674.5709j) (-2968.8317-5593.0754j) (-5022.9037-144.0545j) 0 0 (2100.3993-1586.0934j) 0 0 (-5420.3197+1358.804j) (-3647.7577-558.7487j) 0 0 (2332.5433+1785.0066j) 0 0 (5464.9834+54.8972j) (5697.3458-4889.6476j) 0 (-4028.5966-5210.3091j) (-2721.4861-963.8225j) (-2236.6314-1658.3111j) 0 0 (-5794.0634-1389.2088j) 0 0 0 0 0 (-2095.2592+1000.2385j) (-4681.0598-3296.6465j) 0 0 (4925.2969+1775.4991j) 0 0 0 (-2856.0306+88.1958j) 0 (4981.8627-4901.9579j) 0 (-7116.2198-3129.0545j) 0 (2168.0661+4131.2448j) 0 0 (-7524.9173-7035.6528j) (-5109.8673+4761.0615j) (2576.6088+8544.7091j) 0 (2257.7074-4938.5957j) 0 (-2645.3304+1077.8225j) 0 0 0 0 (2598.5638-1531.0202j) (-2622.631-841.1016j) 0 0 (3115.0743-3245.2868j) 0 (-6147.5833+2943.5665j) (-3164.0501+5098.9019j) (2765.5355+4992.0564j) (11280.2842-5092.5781j) 0 (-8905.2231-134.8011j) (-7305.8577+2995.2206j) (5368.1003+5925.782j) (7378.7383+599.5185j) (5619.5626-7466.3487j) 0 (-6791.8857-1477.9488j) (-4092.0948+3899.2406j) 0 (3246.5026+509.15j) 0 0 (-4564.2012-2543.3567j) (-2193.798-2028.6626j) 0 0 0 0 0 (-4066.9175-497.1608j) (2997.5043+6047.1289j) (2601.0888-642.9597j) (-2006.1178-6724.1318j) (-4145.8105-2534.1518j) (-5290.3594-725.2216j) (4941.6137+15558.3498j) 0 (6903.5052-5751.7428j) 0 (2306.2164+522.3339j) (6668.1809-38.2385j) (4478.0712-6414.4338j) (-6255.5381-4256.0361j) (-6839.4669-6314.624j) (4161.4479+6395.271j) 0 
(-5157.8357-111926.9849j) (52748.0114-27596.3631j) (-101843.0765+6989.7532j) (35125.5092+122478.9605j) (13490.5565-66560.6304j) (-59057.2957-40099.7618j) (33476.0245+52236.0789j) (-12921.1991+606.9991j) 0 (-25950.0464-5267.329j) (-10340.2442+13311.4339j) (-17609.2589+17739.5601j) (33243.9103+19730.0339j) (6294.3967+40670.7214j) (14890.209-42462.926j) (13806.5029-11268.8521j) (-27439.0722-12510.5268j) (-12738.5685+10870.6424j) (14044.6043+22864.6583j) (-20747.3416-2763.6148j) (9565.2369+2397.5407j) (6957.0737+13733.9944j) (17432.9889+8044.3936j) (2743.3591+538.2966j) (23677.4295-20506.8279j) (-11425.2479-12609.3638j) (-10732.1029-15771.3716j) (-7003.8387+7305.3634j) (-5214.0072+7701.6376j) (-2257.5238+3561.7309j) 0 (8357.0725-4145.604j) (6963.4392+1150.7868j) (-6853.8019-3464.8898j) 0 (-16108.181-5863.1685j) (-3396.5155+9143.0297j) (-7300.9367+10311.1597j) (5083.5212+11063.5523j) (10360.6496+7044.0588j) 0 (9192.9753-5008.4004j) 0 0 (-6224.3659-2351.2054j) (-7307.7872-8865.7299j) (-4076.6381+8080.6082j) 0 (3532.2809+2249.6148j) 0 0 (-9064.6387-2184.0802j) 0 (3379.3426+4818.0232j) (7809.7347+494.9438j) 0 (-9204.378-6590.2379j) (-2741.2175+4390.5643j) (-3791.652+12794.147j) (7641.4619+4739.9342j) (5940.8203-7172.6684j) (-5202.3291-5496.6942j) 0 0 (10116.2285-6182.3931j) 0 (-8059.6048-3366.5808j) (-4759.2678+4264.1536j) 0 (7687.8564-340.7667j) 0 (-6778.6651-7100.8195j) (-3140.0484+5286.316j) 0 (8524.6985+1015.2796j) 0 0 (-2435.1797+2202.7088j) (-4521.6903+4206.9343j) (3010.2328+6378.7951j) (8061.9693+986.0747j) (5781.8859-9063.4271j) (-7231.8914-6602.0587j) (-2576.0805+1632.572j) (-3452.2508+6592.2682j) (4378.4753+2884.0334j) (2389.6993-3288.663j) 0 0 (-2891.9826+5538.036j) (3660.2182-427.5525j) (2764.2639-1756.6916j) (3048.8344-3857.6093j) 0 (-6411.4653-4291.3503j) (-4498.0723+1639.1423j) 0 (2586.6442+659.6811j) (5630.7905+700.3465j) (-2105.7347-3887.2276j) (-3334.6014+2552.6029j) (2115.937+1162.156j) (6220.15-2734.9528j) 0 (-8065.4748-196.6261j) (-4441.1839+3098.34j) 0 (5597.4719+2839.2072j) (3551.0232-936.5684j) 0 (-3069.1152+1267.8186j) 0 (4031.1651-1685.4374j) (2687.2343-2591.8033j) 0 (-6465.8637-7760.233j) (-7738.8733-176.8315j) (-3084.6845+6641.464j) 0 (2799.7724+5059.2109j) 0 0 (2744.4439+427.5123j) (4043.9805+2440.1625j) (4292.4127-2228.5425j) 0 (-2622.8874-3724.5541j) (-2869.5291-3685.3631j) 0 (-2549.3792+2480.4067j) 0 (2142.5742+1391.8254j) (4272.8505-4981.5112j) 0 0 (-2544.9523+111.1674j) 0 0 0 (-2966.4103+734.201j) 0 (4006.9364+225.9056j) (6122.0537-4371.1721j) (3307.4172-2169.3765j) 0 (-5022.8442+715.8054j) 0 (5656.8928-2051.771j) 0 (-6694.1239-849.6145j) (-6107.3804+2643.8033j) 0 (3794.3801+1828.3793j) (4727.8596-6176.9613j) (-4021.3974-2133.6494j) (-5800.7875+2020.2725j) (-2317.5806+3533.4588j) (5295.6937+1698.4396j) 0 (6113.4745-3515.4838j) 0 (-8712.3247-3008.7038j) (-4811.6322-857.4222j) (4078.0306+7535.5893j) (6401.3412+3487.1835j) (2449.0382-7527.3676j) (-5846.4208-9389.347j) (-6651.6942+3978.4813j) 0 (6363.2714+1149.6301j) (4994.4159-3146.5324j) 0 (-10377.6801-1518.998j) (-2559.4585+1683.9919j) (5538.0019+9596.988j) (3872.8918+4641.0842j) (3082.2411-6431.3638j) (2688.2259-5749.1842j) 0 (-3710.797-659.5631j) 0 (-2054.0237-1148.5196j) (3766.853-1665.438j) 0 (-2141.0595-7369.5266j) 0 (-7051.8317+3538.0427j) 0 (6533.6643-968.3477j) 0 (-6107.349-630.8903j) (-4618.2815+4937.4163j) (4986.6065-835.995j) (2720.5276-6911.6141j) (-5503.6439-886.223j) (-10434.2748+6492.734j) (4563.4624+5154.2448j) (3196.2862+3374.8065j) (2819.6554-6415.3853j) 0 (-4154.3232+3854.4457j) (-2123.8668+4865.0923j) (9816.8891-380.9677j) (3011.0092-3339.732j) 0 0 
(-223648.3591-313899.5178j) (128326.0895+269860.2351j) (-71369.41-48947.0175j) (80722.6489+8059.8029j) (-82373.5599+34186.39j) (58147.4181-90403.632j) (7626.738+65122.1369j) (-11845.0888-14203.5533j) (7076.6616-24169.4686j) (-43452.3867-3700.6472j) (20593.3152+12341.1482j) (4772.8033+5943.0089j) (-4981.2763-1200.3129j) (7308.2445+2896.4974j) (12606.11-2160.4436j) (-32089.8022-36621.8174j) (17279.8964+6812.8019j) (-10520.1202+35557.1655j) (-9938.3588-24001.6519j) (13096.4726+6561.9808j) (5833.6194-14119.4387j) (-23379.9292-7942.8461j) 0 (-9728.3472+4576.5591j) (3830.6517-555.4255j) (-2196.7369+16060.338j) (11314.1212-11253.4356j) (6667.1048+12739.9335j) (9077.9279+5506.518j) 0 (4826.7784-12092.8852j) (2484.7962+167.5927j) (-10027.5032-8769.8112j) (-8131.546-5930.7141j) (-4096.233+1574.1603j) (-6987.0689-2546.3144j) (-6775.6841-2226.2083j) 0 (-4805.1134+3099.2689j) (5599.7103+7274.7402j) (2941.231-7685.4347j) (4295.885-5263.7463j) (-10583.8119+1941.0135j) 0 (-2410.6252+378.8612j) (9877.7507+14.3184j) 0 (-5074.819-3979.4855j) (3639.0108+4522.5124j) (-5504.9348-2049.4014j) 0 (2638.9724-1691.0994j) 0 (-3682.2455+5605.9422j) (-3251.115-339.7755j) (9471.4868-3940.5758j) (-4555.8353-5157.5515j) 0 (-6892.0347+1323.1048j) (2080.8906+726.3431j) 0 (-4324.5791-5402.475j) (-8604.8437+5649.6628j) (-4785.6722+10351.7008j) (8604.5424+12214.793j) (8936.4847-5338.3407j) (5142.8063-10778.2209j) (-4590.9483-2898.3646j) (-9509.5086+1271.5249j) 0 (2538.5772-286.9655j) 0 (-4644.201+3601.4293j) (-4500.967+6797.52j) (5108.8603+8524.7255j) (6354.4523+342.9966j) (8625.6882-4988.7924j) (3553.1686-8176.2028j) (-6867.0069-5422.687j) (-8461.8709+1428.4007j) (-2300.2565+6000.4726j) (4612.6642+78.171j) 0 (-2640.1028+4200.2375j) (-4948.0376+3323.1044j) (4191.9548+5780.6124j) (10746.0917-1475.0413j) (6549.6516-6185.645j) (-4606.8221-7320.4535j) (-7274.2308-345.1309j) 0 (-4601.8328+4243.6721j) 0 (4353.562+4752.7359j) 0 0 0 0 (2461.4796+38.3646j) 0 (-10285.7349-1060.5746j) (-6330.8063+2886.2913j) (5148.879+10678.4134j) (4610.2237+4903.014j) (5997.7378-4202.465j) (3410.8223-5819.2918j) (-4928.4643-5465.134j) 0 0 (-2954.4579+60.4178j) (-6285.4096-225.3758j) (-2225.8156+1824.6327j) 0 (3667.6505+5681.817j) (5146.2772+2563.1669j) 0 (-2922.5396-2699.8819j) 0 (4750.5718+1317.5812j) (2337.8622-988.9661j) 0 (-4405.7453-3707.2791j) (-2774.0632+342.4665j) 0 0 (2407.9424-1462.6985j) 0 0 0 0 (-2981.1971-926.1494j) 0 0 (-3197.8776+4008.8405j) 0 0 (3500.4272-41.2413j) (8482.3398-1149.2322j) (3514.4395-2512.6558j) 0 (-6063.2625-1413.2933j) 0 0 (2718.6929+2285.6732j) 0 (-4907.487-161.5872j) 0 (4970.125+4772.0461j) (7543.7933-2053.511j) (2848.5884-3859.0554j) (-2355.2506-7026.4621j) (-8577.2556-4826.9444j) (-2296.8977+5773.9667j) (3153.0252+4532.4303j) 0 0 0 0 0 0 0 (6584.5487-1255.0853j) 0 (-2944.6228-2090.5391j) 0 0 (6197.7581-770.494j) 0 0 (2232.0481+838.3296j) (-4373.7086+1725.7801j) 0 0 (-4642.1655+3044.5451j) 0 0 0 (2301.6656-664.7029j) (5136.0566-1010.7516j) (-2491.3985-813.0926j) 0 0 0 (5584.9316+2566.7688j) 0 0 (-5165.451-3973.6736j) (-2915.2663+1277.2759j) (3870.7419+3649.1173j) (3775.9744-628.5973j) 0 (-3612.5685-3188.075j) 0 0 0 (-4200.1911-1949.5397j) (-5760.7571-2567.0448j) (-2308.735+7718.5171j) (2333.383+2711.7184j) (7965.162+640.1202j) (-2757.9863+104.7636j) 0 (3656.4668-5874.889j) 0 (-2034.2364+5059.0427j) 0 
